1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
1858	-0.238346	20.551153	0.067501	1.9
1859	-0.201670	20.545166	0.046874	1.9
1860	-0.095661	20.539185	0.014319	1.8
1861	-0.147332	20.533208	0.025362	2.4
1862	-0.288318	20.527235	0.071548	2.1
1863	-0.420352	20.521267	0.203377	2.3
1864	-0.517236	20.515304	0.131158	3.9
1865	-0.361481	20.509346	0.061651	5.3
1866	-0.337189	20.503392	0.066078	3.1
1867	-0.760481	20.497442	0.332697	3.7
1868	-0.219153	20.491498	0.042680	1.4
1869	-0.194591	20.485558	0.069184	1.6
1870	-0.200397	20.479622	0.053034	3.9
1871	-0.489980	20.473691	0.127964	3.8
1872	-0.642181	20.467765	0.137617	1.6
1873	-0.368293	20.461843	0.079051	3.8
1874	-0.381231	20.455926	0.100648	2.6
1875	-0.000000	20.450013	0.000000	2.3
1876	-0.429694	20.444105	0.149110	2.4
1877	-0.480053	20.438201	0.236311	2.4
1878	-0.410630	20.432302	0.079772	2.3
1879	-0.501686	20.426408	0.101171	5.3
1880	-0.792810	20.420518	0.238565	2.8
1881	-0.922561	20.414632	0.455128	3.6
1882	-0.140486	20.408751	0.037467	3.5
1883	-0.415334	20.402875	0.111208	2.2
1884	-0.428651	20.397003	0.038076	2.0
1885	-0.305792	20.391136	0.060218	2.1
1886	-0.791911	20.385273	0.295337	4.9
1887	-0.346480	20.379414	0.040758	4.7
1888	-0.000002	20.373560	0.000005	2.0
1889	-0.109131	20.367711	0.028127	1.6
1890	-0.322351	20.361866	0.071343	2.0
1891	-0.113189	20.356026	0.029079	2.1
1892	-0.237673	20.350190	0.053166	1.8
1893	-0.581242	20.344358	0.140463	1.6
1894	-0.087406	20.338531	0.026168	2.0
1895	-0.279188	20.332708	0.053351	2.7
1896	-0.810363	20.326890	0.310211	1.8
1897	-0.222744	20.321076	0.041843	1.4
1898	-0.163664	20.315267	0.057420	1.5
1899	-0.669444	20.309462	0.277910	1.4
1900	-0.189962	20.303661	0.025939	1.4
1901	-0.343723	20.297865	0.070534	1.3
1902	-0.108085	20.292074	0.040105	1.4
1903	-0.664567	20.286286	0.078044	1.7
1904	-0.505596	20.280504	0.166570	1.5
1905	-0.616115	20.274725	0.187644	1.4
1906	-0.295255	20.268951	0.080923	1.8
1907	-0.571703	20.263181	0.061915	1.9
1908	-0.196038	20.257416	0.037372	1.5
1909	-0.242902	20.251655	0.103669	1.4
1910	-0.579507	20.245899	0.081632	1.3
1911	-0.979041	20.240146	0.331949	2.1
1912	-0.508652	20.234398	0.101180	1.4
1913	-0.239140	20.228655	0.070952	1.6
1914	-0.291255	20.222916	0.095269	1.6
1915	-0.284606	20.217181	0.130508	2.5
1916	-0.736095	20.211450	0.322922	2.2
1917	-0.249044	20.205724	0.025547	1.6
1918	-0.365509	20.200002	0.073533	1.6
1919	-0.291248	20.194285	0.060264	1.4
1920	-0.286797	20.188572	0.093550	1.4
1921	-0.212625	20.182863	0.104451	1.4
1922	-0.687996	20.177158	0.128288	1.9
1923	-0.436634	20.171458	0.170526	1.5
1924	-0.693040	20.165762	0.166986	1.4
1925	-0.530078	20.160070	0.106017	1.5
1926	-0.526378	20.154383	0.177647	1.3
1927	-0.745105	20.148700	0.487302	1.4
1928	-0.158870	20.143021	0.024761	1.4
1929	-0.895263	20.137346	0.235237	2.0
1930	-0.247678	20.131676	0.040093	1.8
1931	-0.160678	20.126010	0.077380	1.6
1932	-0.514843	20.120348	0.077633	1.5
1933	-0.486507	20.114690	0.250759	2.1
1934	-0.474771	20.109037	0.121464	1.4
1935	-0.448572	20.103388	0.157391	2.1
1936	-0.379883	20.097743	0.020894	2.1
1937	-0.300460	20.092102	0.078142	1.7
1938	-0.392006	20.086466	0.032239	3.2
1939	-0.389624	20.080833	0.113095	1.9
1940	-0.325846	20.075205	0.099761	1.4
1941	-0.679989	20.069581	0.201691	1.7
1942	-0.238071	20.063962	0.063617	1.9
1943	-0.727062	20.058346	0.300372	2.3
1944	-0.146582	20.052735	0.018427	1.8
1945	-0.533737	20.047128	0.058928	1.4
1946	-0.284211	20.041525	0.044994	1.9
1947	-0.129595	20.035926	0.012217	1.9
1948	-0.275161	20.030332	0.050747	3.0
1949	-0.137933	20.024742	0.027801	1.4
1950	-0.221240	20.019155	0.041428	1.5
1951	-0.634983	20.013573	0.181177	2.1
1952	-0.588360	20.007995	0.094357	3.8
1953	-0.514271	20.002422	0.162877	3.5
1954	-0.963999	19.996852	0.225020	3.1
1955	-0.414577	19.991286	0.209071	4.9
1956	-0.664966	19.985725	0.193324	5.3
1957	-0.249194	19.980168	0.029203	5.2
1958	-0.432088	19.974615	0.189197	9.0
1959	-0.513819	19.969066	0.086664	2.3
1960	-0.476403	19.963521	0.147724	1.6
1961	-0.381412	19.957980	0.113971	1.4
1962	-0.456783	19.952443	0.254878	1.4
1963	-0.460854	19.946911	0.246143	1.4
1964	-0.228300	19.941382	0.062877	1.5
1965	-0.534209	19.935858	0.151440	1.4
1966	-0.406455	19.930337	0.175717	1.4
1967	-0.421230	19.924821	0.098018	1.6
1968	-0.426701	19.919309	0.144487	1.5
1969	-0.417422	19.913801	0.141847	1.4
1970	-0.936430	19.908297	0.314394	3.5
1971	-0.363959	19.902797	0.110624	1.4
1972	-0.106243	19.897301	0.076717	1.4
1973	-0.974551	19.891809	0.293521	1.3
1974	-0.365051	19.886321	0.033423	1.3
1975	-0.558425	19.880837	0.066951	1.4
1976	-0.376613	19.875357	0.133760	1.4
1977	-0.266765	19.869881	0.103385	1.4
1978	-0.836043	19.864409	0.123511	1.7
1979	-0.043039	19.858942	0.035871	1.8
1980	-0.501549	19.853478	0.228320	1.4
1981	-0.488366	19.848018	0.256339	1.5
1982	-0.557614	19.842562	0.217265	1.4
1983	-0.194858	19.837111	0.005646	1.3
1984	-0.470038	19.831663	0.112922	1.3
1985	-0.000248	19.826219	0.000036	1.3
1986	-0.261998	19.820779	0.109415	1.4
1987	-0.164352	19.815343	0.037401	1.5
1988	-0.239679	19.809912	0.039996	1.4
1989	-0.301382	19.804484	0.054419	2.5
1990	-0.422167	19.799060	0.155346	2.1
1991	-0.609484	19.793640	0.199830	1.9
1992	-0.542584	19.788224	0.141952	1.9
1993	-0.386286	19.782812	0.154884	1.8
1994	-0.718419	19.777404	0.334352	1.9
1995	-0.486321	19.772000	0.152561	1.9
1996	-0.581331	19.766599	0.104714	1.6
1997	-0.347323	19.761203	0.027996	1.3
1998	-0.332548	19.755811	0.034842	1.7
1999	-0.638925	19.750422	0.252019	1.7
