1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
628	-0.091575	35.472948	0.029779	2.2
629	-0.110312	35.447298	0.017631	2.0
630	-0.263190	35.421698	0.055511	1.9
631	-0.218161	35.396148	0.021779	4.6
632	-0.160229	35.370646	0.032215	2.0
633	-0.569522	35.345194	0.022225	2.0
634	-0.166836	35.319790	0.026159	1.9
635	-0.098710	35.294435	0.008363	2.0
636	-0.073496	35.269128	0.039099	4.2
637	-0.155951	35.243870	0.031292	2.0
638	-0.207556	35.218659	0.067314	1.7
639	-0.667011	35.193497	0.132160	1.5
640	-0.173706	35.168383	0.044758	1.5
641	-0.318559	35.143316	0.066804	2.8
642	-0.332284	35.118297	0.065075	1.5
643	-0.446414	35.093326	0.026961	1.1
644	-0.254338	35.068402	0.091102	1.4
645	-0.109142	35.043524	0.040980	4.3
646	-0.640293	35.018694	0.192871	1.4
647	-0.584939	34.993911	0.143123	1.3
648	-0.572677	34.969175	0.095593	1.4
649	-0.000005	34.944485	0.000011	3.0
650	-0.432539	34.919841	0.111247	2.1
651	-0.429400	34.895244	0.128673	1.7
652	-0.222659	34.870693	0.077368	3.2
653	-0.485102	34.846188	0.100424	1.1
654	-0.701734	34.821729	0.206053	1.3
655	-0.668074	34.797315	0.257840	1.4
656	-0.213329	34.772947	0.069817	1.8
657	-0.033159	34.748625	0.008796	2.3
658	-0.209793	34.724348	0.050365	3.0
659	-0.188326	34.700116	0.031217	1.6
660	-0.446969	34.675929	0.076103	1.6
661	-0.249487	34.651787	0.056844	1.5
662	-0.456823	34.627690	0.172683	1.4
663	-0.172582	34.603637	0.064810	1.4
664	-0.301813	34.579629	0.078468	1.4
665	-0.519112	34.555665	0.041459	1.7
666	-0.380596	34.531746	0.115794	2.4
667	-0.382731	34.507871	0.162770	1.4
668	-0.578180	34.484039	0.133569	1.5
669	-0.360215	34.460252	0.139082	2.3
670	-0.525329	34.436508	0.164630	1.6
671	-0.210685	34.412807	0.069415	1.4
672	-0.160474	34.389151	0.011496	1.6
673	-0.000003	34.365537	0.000003	1.4
674	-0.332821	34.341967	0.077683	1.4
675	-0.721701	34.318440	0.322384	2.7
676	-0.214289	34.294955	0.034975	1.4
677	-0.438839	34.271514	0.087198	1.4
678	-0.444271	34.248115	0.147380	1.5
679	-0.531697	34.224759	0.147908	1.7
680	-0.142158	34.201445	0.055265	1.4
681	-0.153019	34.178173	0.014360	1.4
682	-0.128546	34.154944	0.028480	1.4
683	-0.643340	34.131756	0.093463	1.4
684	-0.118504	34.108611	0.037797	2.3
685	-0.402983	34.085507	0.036551	2.4
686	-0.283911	34.062445	0.058088	1.4
687	-0.680044	34.039425	0.168242	1.4
688	-0.738349	34.016446	0.105149	1.6
689	-0.263238	33.993509	0.112379	1.5
690	-0.288747	33.970612	0.140141	1.3
691	-0.370912	33.947757	0.051781	1.5
692	-0.587303	33.924943	0.158159	1.4
693	-0.097234	33.902169	0.025645	1.4
694	-0.057519	33.879436	0.022738	1.7
695	-0.374403	33.856744	0.083937	1.5
696	-0.480263	33.834092	0.074027	1.5
697	-0.211684	33.811481	0.041344	1.4
698	-0.318193	33.788910	0.189357	1.4
699	-0.558466	33.766379	0.232348	1.3
700	-0.616358	33.743888	0.104229	1.3
701	-0.246105	33.721437	0.121255	1.3
702	-0.408640	33.699026	0.065270	1.7
703	-0.201873	33.676654	0.061635	3.7
704	-0.595201	33.654322	0.060240	1.4
705	-0.455393	33.632030	0.028544	1.8
706	-0.713075	33.609776	0.115625	2.6
707	-0.283280	33.587562	0.030826	2.3
708	-0.125398	33.565388	0.052657	2.5
709	-0.262546	33.543252	0.120687	2.1
710	-0.493886	33.521155	0.203511	3.4
711	-0.401470	33.499096	0.045431	1.4
712	-0.469387	33.477077	0.065456	1.4
713	-0.464078	33.455096	0.086761	1.5
714	-0.235561	33.433153	0.068000	1.7
715	-0.322402	33.411249	0.070466	1.5
716	-0.234835	33.389383	0.034186	1.5
717	-0.533300	33.367555	0.206407	1.5
718	-0.346744	33.345765	0.067697	1.6
719	-0.402423	33.324013	0.074785	2.4
720	-0.533850	33.302299	0.181371	3.8
721	-0.243022	33.280623	0.039350	4.9
722	-0.567988	33.258984	0.188961	14.7
723	-0.622371	33.237382	0.174740	1.6
724	-0.381368	33.215818	0.064973	1.6
725	-0.239354	33.194292	0.042159	1.6
726	-0.297178	33.172802	0.061405	1.5
727	-0.689777	33.151349	0.096751	1.9
728	-0.564046	33.129934	0.128744	1.6
729	-0.237285	33.108555	0.046287	1.6
730	-0.412114	33.087213	0.085197	1.6
731	-0.335852	33.065908	0.138461	1.8
732	-0.278831	33.044639	0.036804	4.5
733	-0.579235	33.023406	0.137518	1.6
734	-0.526417	33.002210	0.179057	1.7
735	-0.306194	32.981051	0.078296	2.2
736	-0.520572	32.959927	0.257763	6.1
737	-0.161847	32.938839	0.034893	1.5
738	-0.583402	32.917788	0.206877	1.8
739	-0.520773	32.896772	0.159046	2.4
740	-0.417685	32.875792	0.036242	1.5
741	-0.151263	32.854847	0.018413	1.4
742	-0.456977	32.833938	0.106627	1.5
743	-0.588786	32.813065	0.138613	1.4
744	-0.252405	32.792227	0.050334	1.8
745	-0.400550	32.771424	0.057832	1.7
746	-0.313588	32.750656	0.045661	1.3
747	-0.461414	32.729924	0.126129	1.4
748	-0.408621	32.709226	0.142278	1.4
749	-0.404679	32.688563	0.147960	1.4
750	-0.431350	32.667935	0.144817	1.4
751	-0.271423	32.647342	0.119044	1.4
752	-0.365736	32.626783	0.099858	1.4
753	-0.355104	32.606259	0.195579	1.5
754	-0.313398	32.585769	0.108053	1.5
755	-0.230514	32.565313	0.052572	1.6
756	-0.705086	32.544892	0.181820	1.5
757	-0.235193	32.524505	0.042498	1.4
758	-0.520782	32.504151	0.109109	1.5
759	-0.460416	32.483832	0.109112	2.9
760	-0.666769	32.463547	0.150600	1.4
761	-0.333720	32.443295	0.115046	1.3
762	-0.000000	32.423077	0.000000	3.1
763	-0.483883	32.402892	0.193838	9.3
764	-0.286733	32.382741	0.055393	1.3
765	-0.000000	32.362623	0.000001	1.4
766	-0.738383	32.342539	0.296261	1.6
767	-0.665427	32.322488	0.181170	1.4
768	-0.225816	32.302470	0.019441	1.4
769	-0.275229	32.282485	0.049961	1.4
770	-0.461009	32.262533	0.235797	1.4
771	-0.271470	32.242613	0.050508	2.0
772	-0.328119	32.222727	0.073901	2.5
773	-0.161378	32.202873	0.025198	1.5
774	-0.193742	32.183052	0.021398	1.4
775	-0.000000	32.163263	0.000000	1.8
776	-0.007891	32.143507	0.005763	1.5
777	-0.323940	32.123783	0.112131	1.8
778	-0.180786	32.104091	0.066416	1.6
779	-0.450784	32.084432	0.070539	1.7
780	-0.449488	32.064804	0.060623	1.8
781	-0.218813	32.045209	0.012727	2.0
782	-0.572289	32.025645	0.118954	4.0
783	-0.272566	32.006113	0.109666	3.7
784	-0.989744	31.986613	0.327790	3.0
785	-0.574998	31.967145	0.227667	4.8
786	-0.292891	31.947708	0.062045	3.3
787	-0.195103	31.928302	0.022439	1.8
788	-0.222974	31.908928	0.043202	1.8
789	-0.155698	31.889586	0.025969	3.0
790	-0.232485	31.870274	0.080842	2.1
791	-0.468861	31.850994	0.088861	2.1
792	-0.285066	31.831745	0.104256	1.9
793	-0.098247	31.812527	0.009214	2.3
794	-0.335384	31.793339	0.109628	2.0
795	-0.357591	31.774183	0.044915	2.0
796	-0.584632	31.755057	0.152573	2.9
797	-0.350568	31.735962	0.175550	3.1
798	-0.355336	31.716898	0.133705	2.9
799	-0.185758	31.697864	0.041586	1.6
800	-0.743273	31.678860	0.393740	1.4
801	-0.109801	31.659887	0.032613	1.3
802	-0.613602	31.640944	0.101068	2.0
803	-0.071859	31.622032	0.031248	1.7
804	-0.277191	31.603149	0.044088	1.9
805	-0.417437	31.584296	0.162736	1.8
806	-0.387292	31.565474	0.052871	1.5
807	-0.042306	31.546681	0.013113	3.1
808	-0.213033	31.527918	0.041713	1.4
809	-0.590783	31.509185	0.120895	1.3
810	-0.064713	31.490482	0.018090	1.9
811	-0.460819	31.471808	0.088327	1.4
812	-0.316123	31.453163	0.115089	1.4
813	-0.624062	31.434548	0.113382	4.3
814	-0.337736	31.415963	0.039733	7.2
815	-0.057159	31.397406	0.008155	3.5
816	-0.406831	31.378879	0.049283	3.4
817	-0.557153	31.360381	0.182309	3.5
818	-0.328617	31.341912	0.021691	3.8
819	-0.000000	31.323472	0.000000	3.2
820	-0.759160	31.305061	0.057069	6.0
821	-0.427399	31.286678	0.388522	2.0
822	-0.571491	31.268325	0.230332	2.4
823	-0.301219	31.250000	0.061245	1.7
824	-0.227900	31.231704	0.102962	1.8
825	-0.155862	31.213436	0.034186	2.2
826	-0.321302	31.195197	0.061348	1.7
827	-0.149771	31.176986	0.030456	3.9
828	-0.605079	31.158803	0.099207	3.2
829	-0.123593	31.140649	0.033987	2.6
830	-0.256860	31.122523	0.011947	1.6
831	-0.215664	31.104425	0.059347	1.5
832	-0.194288	31.086355	0.025681	1.6
833	-0.167746	31.068313	0.068112	2.2
834	-0.100545	31.050299	0.022996	1.4
835	-0.407205	31.032313	0.079699	1.2
836	-0.086192	31.014354	0.022906	1.4
837	-0.288992	30.996423	0.073894	1.4
838	-0.150867	30.978520	0.057215	1.4
839	-0.425161	30.960644	0.102002	2.2
840	-0.184641	30.942796	0.091707	1.6
841	-0.239347	30.924976	0.024329	1.3
842	-0.370137	30.907182	0.131585	1.4
843	-0.467582	30.889416	0.025008	1.6
844	-0.521991	30.871677	0.102212	2.2
845	-0.599178	30.853965	0.190423	1.4
846	-0.451635	30.836280	0.097096	1.4
847	-0.523180	30.818623	0.079807	1.4
848	-0.242814	30.800992	0.066043	1.4
849	-0.120810	30.783388	0.052557	1.5
850	-0.443110	30.765811	0.086479	1.5
851	-0.697513	30.748261	0.182896	1.8
852	-0.326853	30.730737	0.116590	2.6
853	-0.046954	30.713240	0.036329	1.7
854	-0.484758	30.695769	0.188975	1.6
855	-0.677364	30.678325	0.283866	1.4
856	-0.166847	30.660907	0.041575	1.4
857	-0.126645	30.643516	0.060649	1.4
858	-0.478642	30.626151	0.109235	1.3
859	-0.246013	30.608812	0.120447	1.4
860	-0.162683	30.591500	0.060959	1.8
861	-0.157756	30.574213	0.012143	2.0
862	-0.122781	30.556952	0.033812	1.9
863	-0.340205	30.539718	0.155339	1.5
864	-0.440318	30.522509	0.026860	1.4
865	-0.243727	30.505326	0.094566	1.3
866	-0.254732	30.488169	0.124877	1.4
867	-0.113281	30.471038	0.067165	1.5
868	-0.301481	30.453932	0.054141	1.4
869	-0.125516	30.436852	0.062778	1.5
870	-0.571531	30.419797	0.043851	3.1
871	-0.278603	30.402768	0.232507	1.8
872	-0.509252	30.385764	0.283873	1.5
873	-0.295523	30.368786	0.029297	1.5
874	-0.234367	30.351833	0.075338	1.5
875	-0.112695	30.334905	0.023092	1.5
876	-0.071632	30.318002	0.031625	1.5
877	-0.609988	30.301124	0.153264	1.4
878	-0.359247	30.284271	0.091158	1.4
879	-0.401232	30.267444	0.111002	1.4
880	-0.182394	30.250641	0.040336	1.7
881	-0.437970	30.233863	0.059987	1.4
882	-0.397243	30.217110	0.048030	1.3
883	-0.596432	30.200381	0.385085	1.4
884	-0.199581	30.183678	0.007501	1.3
885	-0.309853	30.166998	0.050025	1.4
886	-0.851357	30.150344	0.190110	1.4
887	-0.203914	30.133714	0.078019	1.4
888	-0.494737	30.117108	0.093735	1.4
889	-0.564169	30.100527	0.061517	1.4
890	-0.159999	30.083970	0.036694	3.7
891	-0.174833	30.067437	0.035121	1.5
892	-0.340994	30.050929	0.056368	1.4
893	-0.401399	30.034444	0.106353	1.4
894	-0.201085	30.017984	0.025649	1.4
895	-0.148121	30.001548	0.027371	1.4
896	-0.696668	29.985136	0.215800	1.4
897	-0.084099	29.968747	0.043498	1.2
898	-0.470129	29.952383	0.112819	1.5
899	-0.216826	29.936042	0.070118	1.4
900	-0.189818	29.919725	0.064954	1.3
901	-0.581989	29.903432	0.126283	1.7
902	-0.224266	29.887163	0.053059	1.9
903	-0.562512	29.870917	0.136306	1.6
904	-0.455934	29.854694	0.076222	1.5
905	-0.409258	29.838495	0.165674	1.6
906	-0.423304	29.822320	0.213321	1.6
907	-0.481690	29.806168	0.137197	1.4
908	-0.334826	29.790039	0.066891	1.4
909	-0.669468	29.773933	0.106896	1.5
910	-0.000502	29.757851	0.001917	2.1
911	-0.599767	29.741791	0.248416	1.9
912	-0.394465	29.725755	0.080165	1.8
913	-0.529184	29.709742	0.106079	1.5
914	-0.653888	29.693752	0.155164	1.3
915	-0.662893	29.677785	0.234899	1.5
916	-0.308646	29.661840	0.083162	1.4
917	-0.011452	29.645919	0.008646	1.3
918	-0.066458	29.630020	0.037038	2.0
919	-0.479813	29.614144	0.106874	1.5
920	-0.400980	29.598290	0.117458	1.4
921	-0.489855	29.582460	0.107609	1.4
922	-0.139537	29.566651	0.057764	1.4
923	-0.186718	29.550866	0.052727	1.4
924	-0.481481	29.535102	0.096846	1.4
925	-0.649770	29.519362	0.434606	2.4
926	-0.153086	29.503643	0.069240	7.4
927	-0.230182	29.487947	0.025322	4.1
928	-0.519163	29.472273	0.057918	4.9
929	-0.192769	29.456621	0.104805	2.9
930	-0.417379	29.440992	0.113454	1.6
931	-0.407745	29.425384	0.152130	1.5
932	-0.545808	29.409799	0.212101	1.6
933	-0.120631	29.394235	0.035981	1.6
934	-0.172586	29.378694	0.014156	1.4
935	-0.528114	29.363174	0.128192	5.5
936	-0.206043	29.347676	0.033575	2.8
937	-0.374212	29.332200	0.112007	4.1
938	-0.547095	29.316746	0.045833	6.1
939	-0.200618	29.301313	0.079497	4.8
940	-0.467626	29.285902	0.179619	2.5
941	-0.266725	29.270513	0.089845	1.5
942	-0.332850	29.255145	0.099879	5.2
943	-0.426784	29.239799	0.116523	1.6
944	-0.274912	29.224474	0.099852	1.5
945	-0.574634	29.209171	0.089910	1.5
946	-0.443577	29.193888	0.098930	2.0
947	-0.406978	29.178628	0.146658	2.0
948	-0.002560	29.163388	0.001825	1.6
949	-0.646902	29.148170	0.067069	2.0
950	-0.444199	29.132973	0.113177	2.0
951	-0.125721	29.117797	0.015792	2.4
952	-0.128014	29.102642	0.008258	1.5
953	-0.473402	29.087508	0.031504	1.4
954	-0.194257	29.072395	0.017467	1.4
955	-0.200496	29.057303	0.027383	1.3
956	-0.446807	29.042231	0.137357	1.8
957	-0.545413	29.027181	0.121236	1.4
958	-0.652087	29.012151	0.233961	1.4
959	-0.451990	28.997142	0.099536	1.5
960	-0.293649	28.982154	0.044598	2.0
961	-0.157302	28.967187	0.021913	1.5
962	-0.718878	28.952240	0.299598	2.4
963	-0.203744	28.937313	0.024250	2.2
964	-0.339597	28.922407	0.047702	4.0
965	-0.157207	28.907522	0.029093	2.0
966	-0.085999	28.892657	0.025359	1.3
967	-0.516183	28.877812	0.118370	1.6
968	-0.623954	28.862988	0.124680	1.7
969	-0.473558	28.848184	0.148013	1.9
970	-0.407053	28.833400	0.023840	1.7
971	-0.410870	28.818636	0.080790	1.4
972	-0.190379	28.803893	0.092000	1.8
973	-0.395939	28.789170	0.135947	2.0
974	-0.251765	28.774466	0.071936	1.4
975	-0.339060	28.759783	0.045626	1.8
976	-0.632857	28.745119	0.225012	1.5
977	-0.671634	28.730476	0.104029	1.4
978	-0.299144	28.715852	0.116062	1.3
979	-0.420097	28.701249	0.075109	1.3
980	-0.935164	28.686665	0.277084	1.4
981	-0.209988	28.672100	0.032096	2.3
982	-0.212660	28.657556	0.048204	2.7
983	-0.278499	28.643031	0.054744	1.4
984	-0.601776	28.628526	0.181462	1.4
985	-0.113543	28.614040	0.038711	1.4
986	-0.281357	28.599574	0.084822	1.4
987	-0.473981	28.585127	0.118701	1.4
988	-0.857397	28.570700	0.320110	1.4
989	-0.693982	28.556292	0.328905	2.1
990	-0.000026	28.541904	0.000035	1.4
991	-0.282188	28.527535	0.035436	1.5
992	-0.051227	28.513185	0.007381	1.5
993	-0.331605	28.498854	0.090158	1.4
994	-0.413093	28.484543	0.082807	2.8
995	-0.000002	28.470250	0.000006	1.5
996	-0.292543	28.455977	0.023510	1.6
997	-0.700752	28.441723	0.129590	1.4
998	-0.366259	28.427488	0.014374	1.4
999	-0.188933	28.413272	0.058710	1.7
1000	-0.364493	28.399075	0.105092	1.9
1001	-0.170402	28.384897	0.046593	1.5
1002	-0.241503	28.370737	0.040262	1.5
1003	-0.730804	28.356597	0.216367	1.7
1004	-0.460868	28.342475	0.116177	1.4
1005	-0.317855	28.328372	0.064471	1.4
1006	-0.235219	28.314287	0.058988	1.3
1007	-0.240011	28.300222	0.121660	1.4
1008	-0.024170	28.286174	0.021544	1.3
1009	-0.237738	28.272146	0.066027	1.4
1010	-0.087231	28.258136	0.018062	2.0
1011	-0.564396	28.244144	0.125576	1.5
1012	-0.497276	28.230171	0.166833	1.7
1013	-0.200897	28.216217	0.011179	3.1
1014	-0.453072	28.202281	0.094146	2.7
1015	-0.391127	28.188363	0.112179	2.1
1016	-0.480523	28.174463	0.148527	2.6
1017	-0.529653	28.160582	0.245586	2.1
1018	-0.484277	28.146719	0.098612	1.4
1019	-0.306817	28.132874	0.044288	1.4
1020	-0.401350	28.119047	0.117017	1.5
1021	-0.000000	28.105238	0.000000	1.3
1022	-0.748345	28.091448	0.283439	1.4
1023	-0.288196	28.077675	0.041377	1.8
1024	-0.441406	28.063921	0.081032	10.0
1025	-0.080344	28.050184	0.020285	3.6
1026	-0.208303	28.036465	0.064475	3.2
1027	-0.465407	28.022764	0.144028	3.4
1028	-0.292028	28.009081	0.053209	3.6
1029	-0.192764	27.995416	0.036893	3.5
1030	-0.000510	27.981769	0.001181	3.2
1031	-0.350893	27.968139	0.154519	3.5
1032	-0.113534	27.954527	0.031684	3.5
1033	-0.289622	27.940933	0.148927	3.6
1034	-0.347829	27.927356	0.059391	3.4
1035	-0.196886	27.913797	0.061775	2.3
1036	-0.505994	27.900255	0.123169	1.9
1037	-0.672662	27.886731	0.101655	2.4
1038	-0.341311	27.873224	0.118257	2.1
1039	-0.645937	27.859735	0.284311	1.4
1040	-0.032849	27.846263	0.018449	1.7
1041	-0.077901	27.832809	0.023241	1.4
1042	-0.054689	27.819372	0.014675	1.5
1043	-0.259449	27.805952	0.089028	1.4
1044	-0.295844	27.792549	0.074054	1.4
1045	-0.428847	27.779164	0.190106	1.4
1046	-0.529141	27.765796	0.214003	1.5
1047	-0.137721	27.752445	0.040474	1.6
1048	-0.417932	27.739111	0.153022	1.6
1049	-0.150138	27.725794	0.096190	1.5
1050	-0.222803	27.712494	0.031081	1.3
1051	-0.427160	27.699211	0.105961	1.4
1052	-0.312406	27.685945	0.094043	1.4
1053	-0.614517	27.672696	0.233994	1.5
1054	-0.065764	27.659464	0.031342	1.6
1055	-0.274435	27.646249	0.023276	1.5
1056	-0.675817	27.633050	0.083811	1.5
1057	-0.635169	27.619869	0.238616	2.7
1058	-0.408239	27.606704	0.052636	1.8
1059	-0.490316	27.593556	0.168800	1.9
1060	-0.558280	27.580424	0.054780	1.8
1061	-0.355941	27.567310	0.072765	1.8
1062	-0.220355	27.554211	0.108297	1.4
1063	-0.573255	27.541130	0.321608	3.9
1064	-0.231659	27.528065	0.056659	2.2
1065	-0.001309	27.515016	0.004735	3.5
1066	-0.197717	27.501984	0.033566	1.6
1067	-0.427813	27.488968	0.146416	2.0
1068	-0.079417	27.475969	0.025216	2.7
1069	-0.436751	27.462986	0.218428	1.4
1070	-0.221556	27.450020	0.028418	1.7
1071	-0.636920	27.437070	0.156442	2.2
1072	-0.338098	27.424136	0.047916	1.4
1073	-0.386221	27.411218	0.076653	1.5
1074	-0.402573	27.398317	0.064018	1.4
1075	-0.393706	27.385432	0.138085	1.4
1076	-0.481832	27.372563	0.176208	2.3
1077	-0.684712	27.359710	0.353957	2.1
1078	-0.143022	27.346873	0.038718	1.8
1079	-0.758500	27.334052	0.236168	1.4
1080	-0.158564	27.321247	0.013729	1.4
1081	-0.244434	27.308458	0.019452	1.5
1082	-0.123208	27.295685	0.044979	1.9
1083	-0.210416	27.282928	0.062335	1.6
1084	-0.214139	27.270187	0.068645	1.4
1085	-0.207183	27.257462	0.092450	1.5
1086	-0.319630	27.244753	0.138937	1.4
1087	-0.245051	27.232059	0.064089	1.4
1088	-0.264400	27.219381	0.077895	1.3
1089	-0.437047	27.206719	0.222810	1.6
1090	-0.488641	27.194072	0.229001	2.1
1091	-0.374877	27.181442	0.048142	1.7
1092	-0.522537	27.168827	0.186318	1.4
1093	-0.383815	27.156227	0.095213	5.2
1094	-0.472097	27.143643	0.082727	2.4
1095	-0.537674	27.131075	0.154258	1.4
1096	-0.516521	27.118522	0.104367	1.6
1097	-0.324320	27.105984	0.081225	1.9
1098	-0.543461	27.093462	0.195210	1.4
1099	-0.606294	27.080956	0.245558	2.0
1100	-0.263068	27.068464	0.054763	1.4
1101	-0.445938	27.055988	0.194705	1.4
1102	-0.543121	27.043528	0.092107	1.7
1103	-0.192367	27.031083	0.057460	1.7
1104	-0.183558	27.018653	0.024194	1.5
1105	-0.346402	27.006238	0.099634	3.1
1106	-0.555354	26.993838	0.211821	1.6
1107	-0.093428	26.981454	0.020348	1.4
1108	-0.365502	26.969085	0.180915	1.4
1109	-0.927504	26.956731	0.195641	1.3
1110	-0.395580	26.944392	0.034961	1.4
1111	-0.261126	26.932068	0.020068	1.4
1112	-0.662030	26.919759	0.236981	1.4
1113	-0.852981	26.907465	0.148338	1.5
1114	-0.291174	26.895185	0.157273	2.3
1115	-0.239135	26.882921	0.085633	1.6
1116	-0.464605	26.870672	0.148239	1.5
1117	-0.309172	26.858438	0.076366	1.4
1118	-0.327410	26.846218	0.139284	1.4
1119	-0.550403	26.834014	0.081965	1.3
1120	-0.287182	26.821824	0.138688	1.3
1121	-0.289474	26.809649	0.082519	1.8
1122	-0.688686	26.797488	0.296109	1.4
1123	-0.380362	26.785343	0.051229	2.7
1124	-0.183787	26.773211	0.038143	1.9
1125	-0.000005	26.761095	0.000008	1.9
1126	-0.678074	26.748993	0.290016	2.2
1127	-0.240761	26.736906	0.058634	1.5
1128	-0.615355	26.724833	0.216315	1.6
1129	-0.646254	26.712775	0.116018	1.4
1130	-0.365649	26.700732	0.043133	1.4
1131	-0.273641	26.688703	0.029952	1.4
1132	-0.696811	26.676688	0.106684	1.4
1133	-0.285013	26.664687	0.074314	1.9
1134	-0.379234	26.652702	0.108243	1.4
1135	-0.472340	26.640730	0.066686	1.4
1136	-0.633853	26.628773	0.152297	1.8
1137	-0.306510	26.616830	0.084288	9.9
1138	-0.533194	26.604901	0.129784	13.9
1139	-0.341630	26.592987	0.158392	2.0
1140	-0.453421	26.581087	0.167385	2.9
1141	-0.292073	26.569201	0.154540	1.9
1142	-0.839560	26.557329	0.234534	1.9
1143	-0.564045	26.545471	0.241561	1.9
1144	-0.566732	26.533627	0.406585	2.0
1145	-0.096230	26.521798	0.009263	3.0
1146	-0.264017	26.509982	0.020416	1.3
1147	-0.228704	26.498181	0.032555	1.7
1148	-0.003255	26.486393	0.005286	1.8
1149	-0.052545	26.474620	0.051071	1.7
1150	-0.131123	26.462860	0.026120	1.6
1151	-0.259292	26.451115	0.031866	1.3
1152	-0.252117	26.439383	0.061086	1.5
1153	-0.310667	26.427665	0.060054	1.1
1154	-0.000000	26.415961	0.000000	2.6
1155	-0.316795	26.404271	0.039076	2.1
1156	-0.362705	26.392595	0.108678	1.7
1157	-0.109650	26.380932	0.016446	1.3
1158	-0.641484	26.369283	0.174095	1.7
1159	-0.189216	26.357648	0.030137	1.2
1160	-0.250484	26.346026	0.035352	6.1
1161	-0.151427	26.334418	0.057112	2.0
1162	-0.208233	26.322824	0.038195	2.0
1163	-0.364023	26.311243	0.066516	1.9
1164	-0.632594	26.299676	0.239230	1.9
1165	-0.196223	26.288123	0.053384	1.4
1166	-0.357925	26.276583	0.036808	1.5
1167	-0.282563	26.265056	0.052453	1.6
1168	-0.224276	26.253543	0.050835	1.4
1169	-0.464433	26.242044	0.061953	1.6
1170	-0.483758	26.230558	0.135585	2.0
1171	-0.339441	26.219085	0.067722	2.3
1172	-0.583794	26.207625	0.308470	2.7
1173	-0.503767	26.196179	0.149647	1.6
1174	-0.484143	26.184747	0.194495	1.4
1175	-0.071516	26.173327	0.015612	1.4
1176	-0.511431	26.161921	0.095820	3.3
1177	-0.000000	26.150528	0.000000	1.4
1178	-0.137891	26.139148	0.035974	1.4
1179	-0.337022	26.127782	0.059684	1.6
1180	-0.147674	26.116429	0.054972	1.5
1181	-0.234295	26.105088	0.065616	1.9
1182	-0.392884	26.093761	0.166158	1.8
1183	-0.409248	26.082447	0.168170	1.6
1184	-0.565866	26.071147	0.183354	1.4
1185	-0.124876	26.059859	0.038074	1.3
1186	-0.370519	26.048584	0.199574	1.4
1187	-0.539632	26.037322	0.094414	1.4
1188	-0.100167	26.026073	0.031241	1.4
1189	-0.208115	26.014837	0.059693	1.3
1190	-0.514649	26.003614	0.265854	1.4
1191	-0.661818	25.992404	0.151697	1.4
1192	-0.798002	25.981207	0.475792	1.4
1193	-0.308263	25.970023	0.051935	1.4
1194	-0.276169	25.958851	0.064112	1.4
1195	-0.234479	25.947693	0.039585	1.7
1196	-0.351631	25.936547	0.056212	1.9
1197	-0.146522	25.925414	0.028301	1.9
1198	-0.293189	25.914293	0.057220	1.9
1199	-0.016976	25.903185	0.007674	1.8
1200	-0.217996	25.892090	0.088886	1.6
1201	-0.779649	25.881008	0.324824	1.4
1202	-0.045692	25.869938	0.015821	2.3
1203	-0.150192	25.858881	0.067816	1.5
1204	-0.344738	25.847837	0.078955	1.5
1205	-0.399857	25.836805	0.037078	1.4
1206	-0.445140	25.825785	0.090996	1.4
1207	-0.121003	25.814778	0.036616	1.4
1208	-0.419182	25.803784	0.043840	1.4
1209	-0.342539	25.792802	0.013940	1.4
1210	-0.047225	25.781833	0.007858	1.4
1211	-0.165576	25.770876	0.003530	1.3
1212	-0.567914	25.759931	0.156925	1.4
1213	-0.204015	25.748999	0.082990	1.4
1214	-0.321301	25.738079	0.071728	1.5
1215	-0.188506	25.727172	0.029427	2.6
1216	-0.696980	25.716276	0.252994	2.0
1217	-0.430377	25.705394	0.084740	1.8
1218	-0.437920	25.694523	0.100844	1.6
1219	-0.378750	25.683665	0.099856	1.4
1220	-0.349745	25.672818	0.063874	1.4
1221	-0.505837	25.661984	0.162749	1.4
1222	-0.421650	25.651163	0.227737	1.4
1223	-0.551810	25.640353	0.112280	1.8
1224	-0.263312	25.629556	0.082734	1.7
1225	-0.532641	25.618770	0.050300	1.6
1226	-0.000000	25.607997	0.000000	1.3
1227	-0.354144	25.597236	0.082835	3.4
1228	-0.343016	25.586487	0.022207	1.9
1229	-0.443499	25.575750	0.190524	1.4
1230	-0.144573	25.565025	0.022097	1.5
1231	-0.526352	25.554312	0.136874	1.4
1232	-0.255212	25.543610	0.063277	1.7
1233	-0.528244	25.532921	0.114753	2.5
1234	-0.364501	25.522244	0.098738	1.5
1235	-0.536322	25.511579	0.153956	3.6
1236	-0.365181	25.500925	0.118638	2.4
1237	-0.424312	25.490283	0.201413	1.9
1238	-0.393622	25.479654	0.171937	2.4
1239	-0.487861	25.469036	0.093082	3.9
1240	-0.458575	25.458429	0.187835	1.8
1241	-0.118538	25.447835	0.051117	2.0
1242	-0.324145	25.437252	0.025421	1.4
1243	-0.263727	25.426681	0.061656	1.4
1244	-0.496477	25.416122	0.200793	1.4
1245	-0.288757	25.405574	0.022527	1.6
1246	-0.345097	25.395039	0.094700	1.5
1247	-0.696701	25.384514	0.126812	2.5
1248	-0.724347	25.374002	0.174398	14.4
1249	-0.387361	25.363501	0.098854	2.9
1250	-0.447061	25.353011	0.177610	2.2
